state,date,positive,probable_cases,total_case,total_test_results,death,positive_increase,death_increase,data_quality_grade
new_hampshire,2020-10-19,9746,NA,NA,543562,468,52,1,B
new_hampshire,2020-10-18,9694,NA,NA,538613,467,69,1,B
new_hampshire,2020-10-17,9625,NA,NA,523341,466,111,1,B
new_hampshire,2020-10-16,9514,NA,NA,523340,465,88,2,B
new_hampshire,2020-10-15,9426,NA,NA,518144,463,77,5,B
new_hampshire,2020-10-14,9349,NA,NA,513452,458,70,2,B
new_hampshire,2020-10-13,9279,NA,NA,508079,456,136,0,B
new_hampshire,2020-10-12,9143,NA,NA,497910,456,51,1,B
new_hampshire,2020-10-11,9092,NA,NA,493109,455,0,0,B
new_hampshire,2020-10-10,9092,NA,NA,493109,455,214,6,B
new_hampshire,2020-10-09,8878,NA,NA,482118,449,0,0,B
new_hampshire,2020-10-08,8878,NA,NA,482118,449,78,1,B
new_hampshire,2020-10-07,8800,NA,NA,476514,448,69,2,B
new_hampshire,2020-10-06,8731,NA,NA,469392,446,51,2,B
new_hampshire,2020-10-05,8680,NA,NA,465878,444,35,1,B
new_hampshire,2020-10-04,8645,NA,NA,465878,443,48,1,B
new_hampshire,2020-10-03,8597,NA,NA,461049,442,63,0,B
new_hampshire,2020-10-02,8534,NA,NA,455869,442,217,1,B
new_hampshire,2020-10-01,8317,NA,NA,450814,441,51,2,B
new_hampshire,2020-09-30,8266,NA,NA,445475,439,33,0,B
new_hampshire,2020-09-29,8233,NA,NA,438972,439,25,0,B
new_hampshire,2020-09-28,8208,NA,NA,432396,439,36,0,B
new_hampshire,2020-09-27,8172,NA,NA,432396,439,51,0,B
new_hampshire,2020-09-26,8121,NA,NA,422591,439,77,1,B
new_hampshire,2020-09-25,8044,NA,NA,417689,438,0,0,B
new_hampshire,2020-09-24,8044,NA,NA,417689,438,37,0,B
new_hampshire,2020-09-23,8007,NA,NA,413391,438,17,0,B
new_hampshire,2020-09-22,7990,NA,NA,410466,438,38,0,B
new_hampshire,2020-09-21,7952,NA,NA,407333,438,5,0,B
new_hampshire,2020-09-20,7947,NA,NA,401689,438,27,0,B
new_hampshire,2020-09-19,7920,NA,NA,393166,438,59,0,B
new_hampshire,2020-09-18,7861,NA,NA,393166,438,47,0,B
new_hampshire,2020-09-17,7814,NA,NA,383551,438,34,0,B
new_hampshire,2020-09-16,7780,NA,NA,383551,438,32,0,B
new_hampshire,2020-09-15,7748,NA,NA,380393,438,34,2,B
new_hampshire,2020-09-14,7714,NA,NA,377392,436,18,0,B
new_hampshire,2020-09-13,7696,NA,NA,372948,436,44,1,B
new_hampshire,2020-09-12,7652,NA,NA,369691,435,32,1,B
new_hampshire,2020-09-11,7620,NA,NA,365645,434,47,0,B
new_hampshire,2020-09-10,7573,NA,NA,361968,434,79,1,B
new_hampshire,2020-09-09,7494,NA,NA,356180,433,0,0,B
new_hampshire,2020-09-08,7494,NA,NA,356180,433,18,0,B
new_hampshire,2020-09-07,7476,NA,NA,354070,433,29,0,B
new_hampshire,2020-09-06,7447,NA,NA,350528,433,23,1,B
new_hampshire,2020-09-05,7424,NA,NA,346063,432,56,0,B
new_hampshire,2020-09-04,7368,NA,NA,341985,432,21,0,B
new_hampshire,2020-09-03,7347,NA,NA,337403,432,50,0,B
new_hampshire,2020-09-02,7297,NA,NA,329116,432,0,0,B
new_hampshire,2020-09-01,7297,NA,NA,329116,432,22,0,B
new_hampshire,2020-08-31,7275,NA,NA,328095,432,21,0,B
new_hampshire,2020-08-30,7254,NA,NA,325575,432,8,0,B
new_hampshire,2020-08-29,7246,NA,NA,321864,432,30,0,B
new_hampshire,2020-08-28,7216,NA,NA,319071,432,22,1,B
new_hampshire,2020-08-27,7194,NA,NA,315112,431,35,1,B
new_hampshire,2020-08-26,7159,NA,NA,310869,430,9,1,B
new_hampshire,2020-08-25,7150,NA,NA,307293,429,16,0,B
new_hampshire,2020-08-24,7134,NA,NA,304499,429,27,0,B
new_hampshire,2020-08-23,7107,NA,NA,301316,429,15,0,B
new_hampshire,2020-08-22,7092,NA,NA,298850,429,42,1,B
new_hampshire,2020-08-21,7050,NA,NA,290010,428,0,0,B
new_hampshire,2020-08-20,7050,NA,NA,290010,428,14,1,B
new_hampshire,2020-08-19,7036,NA,NA,287074,427,19,3,B
new_hampshire,2020-08-18,7017,NA,NA,284757,424,13,1,B
new_hampshire,2020-08-17,7004,NA,NA,283133,423,16,0,B
new_hampshire,2020-08-16,6988,NA,NA,281010,423,8,0,B
new_hampshire,2020-08-15,6980,NA,NA,278912,423,59,1,B
new_hampshire,2020-08-14,6921,NA,NA,275503,422,0,0,B
new_hampshire,2020-08-13,6921,NA,NA,272051,422,34,2,B
new_hampshire,2020-08-12,6887,NA,NA,267620,420,26,1,B
new_hampshire,2020-08-11,6861,NA,NA,265028,419,21,0,B
new_hampshire,2020-08-10,6840,NA,NA,262950,419,9,0,B
new_hampshire,2020-08-09,6831,NA,NA,260008,419,13,0,B
new_hampshire,2020-08-08,6818,NA,NA,257597,419,76,0,B
new_hampshire,2020-08-07,6742,NA,NA,254522,419,23,1,B
new_hampshire,2020-08-06,6719,NA,NA,251509,418,26,0,B
new_hampshire,2020-08-05,6693,NA,NA,249006,418,33,1,B
new_hampshire,2020-08-04,6660,NA,NA,246591,417,26,0,B
new_hampshire,2020-08-03,6634,NA,NA,243785,417,21,1,B
new_hampshire,2020-08-02,6613,NA,NA,240675,416,0,0,B
new_hampshire,2020-08-01,6613,NA,NA,237035,416,69,1,B
new_hampshire,2020-07-31,6544,NA,NA,234028,415,31,4,B
new_hampshire,2020-07-30,6513,NA,NA,231494,411,13,2,B
new_hampshire,2020-07-29,6500,NA,NA,228352,409,0,0,B
new_hampshire,2020-07-28,6500,NA,NA,225655,409,64,0,B
new_hampshire,2020-07-27,6436,NA,NA,222691,409,0,0,B
new_hampshire,2020-07-26,6436,NA,NA,220316,409,21,0,B
new_hampshire,2020-07-25,6415,NA,NA,218182,409,97,4,B
new_hampshire,2020-07-24,6318,NA,NA,215135,405,23,3,B
new_hampshire,2020-07-23,6295,NA,NA,210911,402,33,2,B
new_hampshire,2020-07-22,6262,NA,NA,207241,400,13,2,B
new_hampshire,2020-07-21,6249,NA,NA,205035,398,46,0,B
new_hampshire,2020-07-20,6203,NA,NA,203205,398,0,0,B
new_hampshire,2020-07-19,6203,NA,NA,200204,398,38,3,B
new_hampshire,2020-07-18,6165,NA,NA,197057,395,0,0,B
new_hampshire,2020-07-17,6165,NA,NA,194852,395,52,1,B
new_hampshire,2020-07-16,6113,NA,NA,191354,394,22,2,B
new_hampshire,2020-07-15,6091,NA,NA,188096,392,23,1,B
new_hampshire,2020-07-14,6068,NA,NA,185226,391,14,0,B
new_hampshire,2020-07-13,6054,NA,NA,183598,391,30,0,B
new_hampshire,2020-07-12,6024,NA,NA,181329,391,33,1,B
new_hampshire,2020-07-11,5991,NA,NA,177819,390,18,3,B
new_hampshire,2020-07-10,5973,NA,NA,175092,387,21,1,B
new_hampshire,2020-07-09,5952,NA,NA,172485,386,20,2,B
new_hampshire,2020-07-08,5932,NA,NA,170463,384,18,2,B
new_hampshire,2020-07-07,5914,NA,NA,168570,382,17,1,B
new_hampshire,2020-07-06,5897,NA,NA,166872,381,40,5,B
new_hampshire,2020-07-05,5857,NA,NA,164672,376,0,0,B
new_hampshire,2020-07-04,5857,NA,NA,161306,376,35,1,B
new_hampshire,2020-07-03,5822,NA,NA,158920,375,20,2,B
new_hampshire,2020-07-02,5802,NA,NA,156642,373,20,2,B
new_hampshire,2020-07-01,5782,NA,NA,152928,371,22,4,B
new_hampshire,2020-06-30,5760,NA,NA,151394,367,0,0,B
new_hampshire,2020-06-29,5760,NA,NA,149399,367,43,0,B
new_hampshire,2020-06-28,5717,NA,NA,147282,367,46,2,B
new_hampshire,2020-06-27,5671,NA,NA,144924,365,0,0,B
new_hampshire,2020-06-26,5671,NA,NA,141945,365,73,18,B
new_hampshire,2020-06-25,5598,NA,NA,139436,347,27,4,B
new_hampshire,2020-06-24,5571,NA,NA,136661,343,13,4,B
new_hampshire,2020-06-23,5558,NA,NA,133499,339,14,0,B
new_hampshire,2020-06-22,5544,NA,NA,132120,339,26,0,B
new_hampshire,2020-06-21,5518,NA,NA,130833,339,32,2,B
new_hampshire,2020-06-20,5486,NA,NA,128632,337,36,6,B
new_hampshire,2020-06-19,5450,NA,NA,125637,331,14,1,B
new_hampshire,2020-06-18,5436,NA,NA,123112,330,72,4,B
new_hampshire,2020-06-17,5364,NA,NA,120476,326,19,6,B
new_hampshire,2020-06-16,5345,NA,NA,118534,320,0,0,B
new_hampshire,2020-06-15,5345,NA,NA,116817,320,46,2,B
new_hampshire,2020-06-14,5299,NA,NA,114722,318,48,3,B
new_hampshire,2020-06-13,5251,NA,NA,112141,315,42,7,B
new_hampshire,2020-06-12,5209,NA,NA,109502,308,31,7,A
new_hampshire,2020-06-11,5178,NA,NA,106470,301,46,7,B
new_hampshire,2020-06-10,5132,NA,NA,103235,294,53,8,B
new_hampshire,2020-06-09,5079,NA,NA,101466,286,36,0,B
new_hampshire,2020-06-08,5043,NA,NA,99518,286,24,3,B
new_hampshire,2020-06-07,5019,NA,NA,97175,283,0,0,B
new_hampshire,2020-06-06,5019,NA,NA,95044,283,143,10,B
new_hampshire,2020-06-05,4876,NA,NA,92308,273,81,8,B
new_hampshire,2020-06-04,4795,NA,NA,89448,265,46,9,B
new_hampshire,2020-06-03,4749,NA,NA,85514,256,64,11,B
new_hampshire,2020-06-02,4685,NA,NA,82744,245,34,0,B
new_hampshire,2020-06-01,4651,NA,NA,81238,245,106,3,B
new_hampshire,2020-05-31,4545,NA,NA,79859,242,53,4,B
new_hampshire,2020-05-30,4492,NA,NA,77127,238,106,6,B
new_hampshire,2020-05-29,4386,NA,NA,74980,232,100,9,B
new_hampshire,2020-05-28,4286,NA,NA,72316,223,55,9,B
new_hampshire,2020-05-27,4231,NA,NA,70514,214,34,4,B
new_hampshire,2020-05-26,4197,NA,NA,68081,210,48,1,B
new_hampshire,2020-05-25,4149,NA,NA,65977,209,60,1,B
new_hampshire,2020-05-24,4089,NA,NA,64577,208,0,0,B
new_hampshire,2020-05-23,4089,NA,NA,62612,208,154,9,B
new_hampshire,2020-05-22,3935,NA,NA,60573,199,67,9,B
new_hampshire,2020-05-21,3868,NA,NA,58218,190,147,8,B
new_hampshire,2020-05-20,3721,NA,NA,55687,182,69,10,B
new_hampshire,2020-05-19,3652,NA,NA,52260,172,56,0,B
new_hampshire,2020-05-18,3596,NA,NA,50987,172,40,1,B
new_hampshire,2020-05-17,3556,NA,NA,48386,171,92,12,B
new_hampshire,2020-05-16,3464,NA,NA,46553,159,0,0,B
new_hampshire,2020-05-15,3464,NA,NA,44206,159,165,9,B
new_hampshire,2020-05-14,3299,NA,NA,42287,150,60,8,B
new_hampshire,2020-05-13,3239,NA,NA,39618,142,79,9,B
new_hampshire,2020-05-12,3160,NA,NA,38026,133,0,0,B
new_hampshire,2020-05-11,3160,NA,NA,37116,133,149,2,B
new_hampshire,2020-05-10,3011,NA,NA,35846,131,64,10,B
new_hampshire,2020-05-09,2947,NA,NA,34174,121,104,7,B
new_hampshire,2020-05-08,2843,NA,NA,32660,114,103,3,B
new_hampshire,2020-05-07,2740,NA,NA,31540,111,104,19,B
new_hampshire,2020-05-06,2636,NA,NA,30120,92,48,6,B
new_hampshire,2020-05-05,2588,NA,NA,28788,86,0,0,C
new_hampshire,2020-05-04,2588,NA,NA,27910,86,159,2,C
new_hampshire,2020-05-03,2429,NA,NA,27484,84,119,3,C
new_hampshire,2020-05-02,2310,NA,NA,26262,81,164,9,C
new_hampshire,2020-05-01,2146,NA,NA,25142,72,92,6,C
new_hampshire,2020-04-30,2054,NA,NA,23863,66,44,6,C
new_hampshire,2020-04-29,2010,NA,NA,22258,60,72,0,C
new_hampshire,2020-04-28,1938,NA,NA,21676,60,74,0,C
new_hampshire,2020-04-27,1864,NA,NA,21029,60,77,0,C
new_hampshire,2020-04-26,1787,NA,NA,20398,60,67,7,C
new_hampshire,2020-04-25,1720,NA,NA,19568,53,50,2,C
new_hampshire,2020-04-24,1670,NA,NA,18259,51,82,3,B
new_hampshire,2020-04-23,1588,NA,NA,17667,48,97,6,B
new_hampshire,2020-04-22,1491,NA,NA,16882,42,0,0,B
new_hampshire,2020-04-21,1491,NA,NA,15948,42,99,1,B
new_hampshire,2020-04-20,1392,NA,NA,15354,41,50,3,B
new_hampshire,2020-04-19,1342,NA,NA,14701,38,55,1,B
new_hampshire,2020-04-18,1287,NA,NA,14100,37,0,0,B
new_hampshire,2020-04-17,1287,NA,NA,13535,37,148,5,B
new_hampshire,2020-04-16,1139,NA,NA,13125,32,0,0,B
new_hampshire,2020-04-15,1139,NA,NA,12654,32,119,9,B
new_hampshire,2020-04-14,1020,NA,NA,12323,23,35,0,B
new_hampshire,2020-04-13,985,NA,NA,12098,23,56,0,B
new_hampshire,2020-04-12,929,NA,NA,11713,23,44,1,B
new_hampshire,2020-04-11,885,NA,NA,11338,22,66,1,B
new_hampshire,2020-04-10,819,NA,NA,10789,21,31,3,B
new_hampshire,2020-04-09,788,NA,NA,10335,18,0,0,B
new_hampshire,2020-04-08,788,NA,NA,9888,18,73,9,B
new_hampshire,2020-04-07,715,NA,NA,9457,9,46,0,B
new_hampshire,2020-04-06,669,NA,NA,9097,9,48,0,B
new_hampshire,2020-04-05,621,NA,NA,8761,9,81,2,B
new_hampshire,2020-04-04,540,NA,NA,8282,7,61,2,B
new_hampshire,2020-04-03,479,NA,NA,7746,5,64,1,B
new_hampshire,2020-04-02,415,NA,NA,7266,4,0,0,B
new_hampshire,2020-04-01,415,NA,NA,6689,4,101,1,B
new_hampshire,2020-03-31,314,NA,NA,6240,3,0,0,B
new_hampshire,2020-03-30,314,NA,NA,5990,3,100,1,B
new_hampshire,2020-03-29,214,NA,NA,5477,2,27,0,B
new_hampshire,2020-03-28,187,NA,NA,5000,2,29,1,B
new_hampshire,2020-03-27,158,NA,NA,4338,1,21,0,B
new_hampshire,2020-03-26,137,NA,NA,3561,1,29,0,B
new_hampshire,2020-03-25,108,NA,NA,3175,1,7,0,B
new_hampshire,2020-03-24,101,NA,NA,2717,1,23,1,B
new_hampshire,2020-03-23,78,NA,NA,2493,NA,13,0,B
maine,2020-11-21,10123,1048,11171,795556,174,165,1,A+
maine,2020-11-20,9958,1025,10983,795391,173,224,2,A+
maine,2020-11-19,9734,1002,10736,788349,171,215,1,A+
maine,2020-11-18,9519,960,10479,775369,170,156,4,A+
maine,2020-11-17,9363,952,10315,764918,166,246,1,A+
maine,2020-11-16,9117,937,10054,756172,165,173,0,A+
maine,2020-11-15,8944,938,9882,734715,165,153,2,A+
maine,2020-11-14,8791,909,9700,734562,163,152,1,A+
maine,2020-11-13,8639,891,9530,734410,162,244,3,A+
maine,2020-11-12,8395,878,9273,725560,159,193,1,A+
maine,2020-11-11,8202,902,9104,704573,158,142,2,A+
maine,2020-11-10,8060,887,8947,704431,156,172,3,A+
maine,2020-11-09,7888,858,8746,698403,153,195,1,A+
maine,2020-11-08,7693,850,8543,676314,152,90,0,A+
maine,2020-11-07,7603,841,8444,676224,152,159,2,A+
maine,2020-11-06,7444,879,8323,676065,150,184,0,A+
maine,2020-11-05,7260,843,8103,667850,150,183,0,A+
maine,2020-11-04,7077,836,7913,657250,150,151,2,A+
maine,2020-11-03,6926,788,7714,647961,148,127,0,A+
maine,2020-11-02,6799,760,7559,644435,148,84,1,A+
maine,2020-11-01,6715,771,7486,623558,147,47,0,A+
maine,2020-10-31,6668,761,7429,623511,147,98,1,A+
maine,2020-10-30,6570,741,7311,623413,146,103,0,A+
maine,2020-10-29,6467,718,7185,611912,146,80,0,A+
maine,2020-10-28,6387,717,7104,603303,146,76,0,A+
maine,2020-10-27,6311,718,7029,595786,146,57,0,A+
maine,2020-10-26,6254,703,6957,588653,146,53,0,A+
maine,2020-10-25,6201,680,6881,574389,146,64,0,A+
maine,2020-10-24,6137,662,6799,574325,146,42,0,A+
maine,2020-10-23,6095,653,6748,574283,146,31,0,A+
maine,2020-10-22,6064,653,6717,567382,146,37,0,A+
maine,2020-10-21,6027,646,6673,560810,146,38,0,A+
maine,2020-10-20,5989,648,6637,554094,146,27,0,A+
maine,2020-10-19,5962,639,6601,549477,146,23,0,A+
maine,2020-10-18,5939,630,6569,533715,146,26,0,A+
maine,2020-10-17,5913,630,6543,533689,146,48,1,A+
maine,2020-10-16,5865,622,6487,533641,145,29,1,A+
maine,2020-10-15,5836,630,6466,526067,144,20,1,A+
maine,2020-10-14,5816,625,6441,520402,143,36,0,A+
maine,2020-10-13,5780,620,6400,514278,143,28,0,A+
maine,2020-10-12,5752,608,6360,491138,143,29,0,A+
maine,2020-10-11,5723,595,6318,491109,143,27,0,A+
maine,2020-10-10,5696,591,6287,491082,143,30,0,A+
maine,2020-10-09,5666,591,6257,491052,143,27,1,A+
maine,2020-10-08,5639,591,6230,482615,142,35,0,A+
maine,2020-10-07,5604,593,6197,475749,142,39,0,A+
maine,2020-10-06,5565,582,6147,469220,142,20,0,A+
maine,2020-10-05,5545,582,6127,466682,142,26,0,A+
maine,2020-10-04,5519,575,6094,449341,142,33,0,A+
maine,2020-10-03,5486,566,6052,449308,142,18,0,A+
maine,2020-10-02,5468,568,6036,449290,142,37,0,A+
maine,2020-10-01,5431,566,5997,442391,142,40,1,A+
maine,2020-09-30,5391,567,5958,435100,141,54,0,A+
maine,2020-09-29,5337,560,5897,428054,141,37,1,A+
maine,2020-09-28,5300,545,5845,423396,140,12,0,A+
maine,2020-09-27,5288,547,5835,421196,140,28,0,A+
maine,2020-09-26,5260,547,5807,406419,140,25,0,A+
maine,2020-09-25,5235,544,5779,406394,140,20,0,A+
maine,2020-09-24,5215,538,5753,399966,140,44,0,A+
maine,2020-09-23,5171,528,5699,386035,140,25,0,A+
maine,2020-09-22,5146,529,5675,375432,140,40,0,A+
maine,2020-09-21,5106,520,5626,375392,140,27,1,A+
maine,2020-09-20,5079,517,5596,374138,139,44,0,A+
maine,2020-09-19,5035,513,5548,371187,139,30,1,A+
maine,2020-09-18,5005,513,5518,364424,138,43,0,A+
maine,2020-09-17,4962,504,5466,351378,138,21,0,A+
maine,2020-09-16,4941,507,5448,342187,138,23,1,A+
maine,2020-09-15,4918,503,5421,336489,137,15,1,A+
maine,2020-09-14,4903,502,5405,333777,136,40,0,A+
maine,2020-09-13,4863,487,5350,330168,136,29,1,A+
maine,2020-09-12,4834,485,5319,325003,135,42,1,A+
maine,2020-09-11,4792,475,5267,320008,134,32,0,A+
maine,2020-09-10,4760,473,5233,313909,134,26,0,A+
maine,2020-09-09,4734,476,5210,309725,134,21,0,A+
maine,2020-09-08,4713,469,5182,302706,134,12,0,A+
maine,2020-09-07,4701,471,5172,300032,134,19,0,A+
maine,2020-09-06,4682,472,5154,296854,134,15,0,A+
maine,2020-09-05,4667,470,5137,291975,134,35,0,A+
maine,2020-09-04,4632,468,5100,286603,134,15,1,A+
maine,2020-09-03,4617,472,5089,281053,133,50,0,A+
maine,2020-09-02,4567,467,5034,273032,133,19,1,A+
maine,2020-09-01,4548,467,5015,268735,132,22,0,A+
maine,2020-08-31,4526,466,4992,262935,132,14,0,A+
maine,2020-08-30,4512,465,4977,259661,132,23,0,A+
maine,2020-08-29,4489,457,4946,255358,132,53,0,A+
maine,2020-08-28,4436,455,4891,251173,132,22,0,A+
maine,2020-08-27,4414,453,4867,245927,132,25,0,A+
maine,2020-08-26,4389,447,4836,241996,132,21,1,A+
maine,2020-08-25,4368,449,4817,237374,131,12,0,A+
maine,2020-08-24,4356,446,4802,234856,131,21,0,A+
maine,2020-08-23,4335,445,4780,231701,131,18,1,A+
maine,2020-08-22,4317,445,4762,227751,130,32,1,A+
maine,2020-08-21,4285,438,4723,223865,129,32,1,A+
maine,2020-08-20,4253,441,4694,220185,128,19,1,A+
maine,2020-08-19,4234,435,4669,217242,127,21,0,A+
maine,2020-08-18,4213,432,4645,214326,127,16,0,A+
maine,2020-08-17,4197,430,4627,212554,127,29,0,A+
maine,2020-08-16,4168,421,4589,210223,127,24,0,A+
maine,2020-08-15,4144,418,4562,207354,127,29,1,A+
maine,2020-08-14,4115,418,4533,205043,126,26,0,A+
maine,2020-08-13,4089,410,4499,202284,126,19,0,A+
maine,2020-08-12,4070,408,4478,199118,126,20,0,A+
maine,2020-08-11,4050,406,4456,192453,126,1,1,A+
maine,2020-08-10,4049,408,4457,190906,125,7,0,A+
maine,2020-08-09,4042,417,4459,188986,125,16,0,A+
maine,2020-08-08,4026,417,4443,186401,125,12,1,A+
maine,2020-08-07,4014,415,4429,183722,124,17,0,A+
maine,2020-08-06,3997,415,4412,180916,124,5,0,A+
maine,2020-08-05,3992,424,4416,178245,124,17,1,A+
maine,2020-08-04,3975,427,4402,175761,123,5,-1,A+
maine,2020-08-03,3970,429,4399,174145,124,12,1,A+
maine,2020-08-02,3958,423,4381,172074,123,21,0,A+
maine,2020-08-01,3937,421,4358,169746,123,25,0,A+
maine,2020-07-31,3912,413,4325,167167,123,24,1,A+
maine,2020-07-30,3888,411,4299,164807,122,22,1,A+
maine,2020-07-29,3866,409,4275,162077,121,28,0,A+
maine,2020-07-28,3838,405,4243,159100,121,6,2,A+
maine,2020-07-27,3832,410,4242,157441,119,18,0,A+
maine,2020-07-26,3814,406,4220,155318,119,24,0,A+
maine,2020-07-25,3790,403,4193,153373,119,33,1,A+
maine,2020-07-24,3757,400,4157,150620,118,20,0,A+
maine,2020-07-23,3737,403,4140,147675,118,14,0,A+
maine,2020-07-22,3723,402,4125,145018,118,0,0,A+
maine,2020-07-21,3723,423,4146,142243,118,12,1,A+
maine,2020-07-20,3711,424,4135,139222,117,24,0,A+
maine,2020-07-19,3687,421,4108,137437,117,41,0,A+
maine,2020-07-18,3646,394,4040,134929,117,10,2,A+
maine,2020-07-17,3636,397,4033,133445,115,38,1,A+
maine,2020-07-16,3598,391,3989,130462,114,20,0,A+
maine,2020-07-15,3578,392,3970,127931,114,12,0,A+
maine,2020-07-14,3566,398,3964,125475,114,8,0,A+
maine,2020-07-13,3558,399,3957,123962,114,19,0,A+
maine,2020-07-12,3539,396,3935,122314,114,19,2,A+
maine,2020-07-11,3520,389,3909,119890,112,21,1,A+
maine,2020-07-10,3499,389,3888,118406,111,13,0,A+
maine,2020-07-09,3486,394,3880,115758,111,26,1,A+
maine,2020-07-08,3460,395,3855,112938,110,20,0,A+
maine,2020-07-07,3440,390,3830,110906,110,17,1,A+
maine,2020-07-06,3423,389,3812,109550,109,8,0,A+
maine,2020-07-05,3415,387,3802,107932,109,18,2,A+
maine,2020-07-04,3397,385,3782,105945,107,24,2,A+
maine,2020-07-03,3373,388,3761,103449,105,45,0,A+
maine,2020-07-02,3328,377,3705,100817,105,34,0,A+
maine,2020-07-01,3294,372,3666,97241,105,41,0,A
maine,2020-06-30,3253,360,3613,94952,105,34,0,A
maine,2020-06-29,3219,356,3575,93523,105,28,1,A
maine,2020-06-28,3191,353,3544,93495,104,37,0,A
maine,2020-06-27,3154,345,3499,91932,104,52,1,A
maine,2020-06-26,3102,344,3446,89854,103,32,0,A
maine,2020-06-25,3070,339,3409,87598,103,53,0,A
maine,2020-06-24,3017,337,3354,85190,103,23,1,A
maine,2020-06-23,2994,339,3333,81707,102,23,0,B
maine,2020-06-22,2971,331,3302,81004,102,14,0,B
maine,2020-06-21,2957,328,3285,80990,102,19,0,B
maine,2020-06-20,2938,328,3266,79576,102,25,0,B
maine,2020-06-19,2913,327,3240,77161,102,35,0,A
maine,2020-06-18,2878,323,3201,74060,102,42,0,A
maine,2020-06-17,2836,327,3163,74018,102,17,1,A
maine,2020-06-16,2819,320,3139,72335,101,9,0,B
maine,2020-06-15,2810,315,3125,70971,101,17,1,B
maine,2020-06-14,2793,307,3100,69858,100,36,0,B
maine,2020-06-13,2757,305,3062,68350,100,36,0,B
maine,2020-06-12,2721,301,3022,66887,100,54,0,B
maine,2020-06-11,2667,287,2954,65457,100,30,0,B
maine,2020-06-10,2637,287,2924,63940,100,31,0,B
maine,2020-06-09,2606,284,2890,62420,100,18,1,B
maine,2020-06-08,2588,283,2871,61645,99,18,0,B
maine,2020-06-07,2570,275,2845,58969,99,46,1,B
maine,2020-06-06,2524,271,2795,58923,98,42,0,B
maine,2020-06-05,2482,272,2754,57532,98,36,3,B
maine,2020-06-04,2446,265,2711,56201,95,28,0,B
maine,2020-06-03,2418,266,2684,53009,95,41,1,B
maine,2020-06-02,2377,259,2636,52968,94,28,5,B
maine,2020-06-01,2349,256,2605,49633,89,24,0,B
maine,2020-05-31,2325,258,2583,49609,89,43,0,B
maine,2020-05-30,2282,257,2539,49566,89,56,4,B
maine,2020-05-29,2226,255,2481,45706,85,37,1,B
maine,2020-05-28,2189,238,2427,45669,84,52,3,B
maine,2020-05-27,2137,223,2360,45617,81,28,2,B
maine,2020-05-26,2109,215,2324,37559,79,35,1,B
maine,2020-05-25,2074,216,2290,37524,78,19,0,B
maine,2020-05-24,2055,210,2265,37505,78,42,1,B
maine,2020-05-23,2013,209,2222,37463,77,65,2,B
maine,2020-05-22,1948,199,2147,37398,75,71,2,B
maine,2020-05-21,1877,199,2076,37327,73,58,0,B
maine,2020-05-20,1819,187,2006,37269,73,78,0,B
maine,2020-05-19,1741,180,1921,23833,73,28,2,B
maine,2020-05-18,1713,180,1893,23805,71,26,1,B
maine,2020-05-17,1687,176,1863,23779,70,39,0,B
maine,2020-05-16,1648,171,1819,23740,70,45,1,B
maine,2020-05-15,1603,166,1769,23695,69,38,0,B
maine,2020-05-14,1565,160,1725,23657,69,50,3,B
maine,2020-05-13,1515,143,1658,23607,66,38,1,B
maine,2020-05-12,1477,139,1616,23569,65,15,0,B
maine,2020-05-11,1462,134,1596,23554,65,26,1,B
maine,2020-05-10,1436,124,1560,23528,64,28,0,B
maine,2020-05-09,1408,121,1529,23500,64,34,1,B
maine,2020-05-08,1374,110,1484,23466,63,44,1,B
maine,2020-05-07,1330,99,1429,23422,62,76,0,B
maine,2020-05-06,1254,80,1334,23346,62,28,1,B
maine,2020-05-05,1226,76,1302,20772,61,21,4,B
maine,2020-05-04,1205,69,1274,20751,57,20,0,B
maine,2020-05-03,1185,NA,NA,20731,57,33,1,B
maine,2020-05-02,1152,NA,NA,20698,56,29,1,B
maine,2020-05-01,1123,NA,NA,20669,55,28,2,B
maine,2020-04-30,1095,NA,NA,20641,53,39,1,B
maine,2020-04-29,1056,NA,NA,20602,52,16,1,B
maine,2020-04-28,1040,NA,NA,17824,51,17,0,B
maine,2020-04-27,1023,NA,NA,17807,51,8,1,B
maine,2020-04-26,1015,NA,NA,17799,50,25,0,B
maine,2020-04-25,990,NA,NA,17774,50,25,3,B
maine,2020-04-24,965,NA,NA,17749,47,28,3,A
maine,2020-04-23,937,NA,NA,17721,44,30,5,A
maine,2020-04-22,907,NA,NA,17691,39,19,3,A
maine,2020-04-21,888,NA,NA,14964,36,13,1,A
maine,2020-04-20,875,NA,NA,14951,35,8,1,A
maine,2020-04-19,867,NA,NA,14943,34,20,2,A
maine,2020-04-18,847,NA,NA,14923,32,20,3,A
maine,2020-04-17,827,NA,NA,14903,29,31,2,A
maine,2020-04-16,796,NA,NA,14872,27,26,3,A
maine,2020-04-15,770,NA,NA,14846,24,36,4,A
maine,2020-04-14,734,NA,NA,12342,20,36,1,A
maine,2020-04-13,698,NA,NA,12306,19,65,0,A
maine,2020-04-12,633,NA,NA,6721,19,17,0,A
maine,2020-04-11,616,NA,NA,6704,19,30,2,A
maine,2020-04-10,586,NA,NA,6674,17,26,1,A
maine,2020-04-09,560,NA,NA,6648,16,23,2,A
maine,2020-04-08,537,NA,NA,6625,14,18,2,A
maine,2020-04-07,519,NA,NA,6607,12,20,2,A
